City,Date,Holiday,Weather,Flavor,Weight
AHUZZAM,07/01/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,07/01/2021,FALSE,veryCold,berries,very low
AMMI'AD,07/01/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,07/01/2021,FALSE,veryCold,oreo,very low
ATLIT,08/01/2021,FALSE,veryCold,strawberry,very low
ATERET,08/01/2021,FALSE,veryCold,oreo,very low
AVIHAYIL,08/01/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,08/01/2021,FALSE,veryCold,oreo,very low
ALUMMOT,08/01/2021,FALSE,veryCold,berries,very low
ATERET,09/01/2021,FALSE,veryCold,strawberry,very low
AHAWA,09/01/2021,FALSE,veryCold,berries,very low
AMIRIM,09/01/2021,FALSE,veryCold,vanilla,very low
ALUMMOT,09/01/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,09/01/2021,FALSE,veryCold,strawberry,very low
ABU QUREINAT,09/01/2021,FALSE,veryCold,strawberry,very low
ATSMON SEGEV,09/01/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,09/01/2021,FALSE,veryCold,chocolate,very low
ANI'AM,10/01/2021,FALSE,veryCold,oreo,very low
ALUMMOT,10/01/2021,FALSE,veryCold,chocolate,very low
ALUMMOT,11/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,11/01/2021,FALSE,veryCold,vanilla,very low
ARUGOT,11/01/2021,FALSE,veryCold,berries,very low
AMMI'AD,11/01/2021,FALSE,veryCold,oreo,very low
AHUZZAM,11/01/2021,FALSE,veryCold,chocolate,very low
AMAZYA,11/01/2021,FALSE,veryCold,vanilla,very low
ASHDOD,11/01/2021,FALSE,veryCold,oreo,very low
AMIRIM,12/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,12/01/2021,FALSE,veryCold,berries,very low
AMIRIM,12/01/2021,FALSE,veryCold,berries,very low
BAHAN,12/01/2021,FALSE,veryCold,berries,very low
ASHDOD,12/01/2021,FALSE,veryCold,berries,very low
AMIRIM,13/01/2021,FALSE,veryCold,vanilla,very low
BAR'AM,13/01/2021,FALSE,veryCold,berries,very low
ALMAGOR,13/01/2021,FALSE,veryCold,strawberry,very low
ASHDOD,14/01/2021,FALSE,veryCold,vanilla,very low
AMQA,14/01/2021,FALSE,veryCold,strawberry,very low
ASHDOD,14/01/2021,FALSE,veryCold,vanilla,very low
ALLONE ABBA,14/01/2021,FALSE,veryCold,berries,very low
AMIR,14/01/2021,FALSE,veryCold,oreo,very low
ALMAGOR,14/01/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,14/01/2021,FALSE,veryCold,berries,very low
ASHDOD,14/01/2021,FALSE,veryCold,chocolate,very low
ARUGOT,14/01/2021,FALSE,veryCold,vanilla,very low
ALUMMOT,14/01/2021,FALSE,veryCold,berries,very low
ALMAGOR,15/01/2021,FALSE,veryCold,vanilla,very low
AMMI'OZ,15/01/2021,FALSE,veryCold,berries,very low
ASHDOD,15/01/2021,FALSE,veryCold,vanilla,very low
AMIRIM,15/01/2021,FALSE,veryCold,berries,very low
ARBEL,15/01/2021,FALSE,veryCold,strawberry,very low
AHUZZAM,16/01/2021,FALSE,veryCold,berries,very low
BAR GIYYORA,16/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,16/01/2021,FALSE,veryCold,strawberry,very low
ASHDOD,16/01/2021,FALSE,veryCold,oreo,very low
ABU QUREINAT,16/01/2021,FALSE,veryCold,chocolate,very low
ATERET,16/01/2021,FALSE,veryCold,berries,very low
ALUMMOT,16/01/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,16/01/2021,FALSE,veryCold,strawberry,very low
ADANIM,16/01/2021,FALSE,veryCold,strawberry,very low
ALUMMOT,16/01/2021,FALSE,veryCold,berries,very low
AMMI'AD,17/01/2021,FALSE,veryCold,vanilla,very low
ARAB AL NAIM,17/01/2021,FALSE,veryCold,vanilla,very low
ALMAGOR,17/01/2021,FALSE,veryCold,berries,very low
AMIRIM,17/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,17/01/2021,FALSE,veryCold,berries,very low
ALLONIM,17/01/2021,FALSE,veryCold,vanilla,very low
BAR GIYYORA,17/01/2021,FALSE,veryCold,oreo,very low
ASHDOD,17/01/2021,FALSE,veryCold,vanilla,very low
ASHDOD,18/01/2021,FALSE,veryCold,vanilla,very low
ATERET,18/01/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,18/01/2021,FALSE,veryCold,chocolate,very low
ANI'AM,18/01/2021,FALSE,veryCold,strawberry,very low
ANI'AM,18/01/2021,FALSE,veryCold,chocolate,very low
ANI'AM,18/01/2021,FALSE,veryCold,berries,very low
AMIRIM,18/01/2021,FALSE,veryCold,berries,very low
ADAMIT,18/01/2021,FALSE,veryCold,berries,very low
AVNE HEFEZ,19/01/2021,FALSE,veryCold,chocolate,very low
ANI'AM,19/01/2021,FALSE,veryCold,vanilla,very low
AMIRIM,19/01/2021,FALSE,veryCold,oreo,very low
ABU QUREINAT,19/01/2021,FALSE,veryCold,oreo,very low
ASHDOD,19/01/2021,FALSE,veryCold,strawberry,very low
ASHDOD,19/01/2021,FALSE,veryCold,vanilla,very low
ATERET,19/01/2021,FALSE,veryCold,chocolate,very low
AMMIHAY,19/01/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,19/01/2021,FALSE,veryCold,oreo,very low
ASHDOD,20/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,20/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,20/01/2021,FALSE,veryCold,strawberry,very low
ATERET,20/01/2021,FALSE,veryCold,vanilla,very low
AMIRIM,20/01/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,20/01/2021,FALSE,veryCold,oreo,very low
ALUMMOT,20/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,20/01/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,20/01/2021,FALSE,veryCold,vanilla,very low
AGUR,20/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,20/01/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,21/01/2021,FALSE,veryCold,vanilla,very low
BAR GIYYORA,21/01/2021,FALSE,veryCold,strawberry,very low
ABU QUREINAT,21/01/2021,FALSE,veryCold,vanilla,very low
BAHAN,21/01/2021,FALSE,veryCold,oreo,very low
ALMAGOR,21/01/2021,FALSE,veryCold,berries,very low
ADDERET,21/01/2021,FALSE,veryCold,oreo,very low
AMIRIM,21/01/2021,FALSE,veryCold,vanilla,very low
ALMAGOR,21/01/2021,FALSE,veryCold,berries,very low
AHUZZAM,21/01/2021,FALSE,veryCold,chocolate,very low
AMQA,21/01/2021,FALSE,veryCold,oreo,very low
AVDON,21/01/2021,FALSE,veryCold,chocolate,very low
AZRIQAM,21/01/2021,FALSE,veryCold,berries,very low
ABU GHOSH,22/01/2021,FALSE,veryCold,oreo,very low
ALMAGOR,22/01/2021,FALSE,veryCold,berries,very low
AMMI'AD,22/01/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,22/01/2021,FALSE,veryCold,vanilla,very low
ARAD,23/01/2021,FALSE,veryCold,oreo,very low
AHUZZAM,23/01/2021,FALSE,veryCold,oreo,very low
AMIRIM,23/01/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,23/01/2021,FALSE,veryCold,oreo,very low
ATERET,23/01/2021,FALSE,veryCold,oreo,very low
AHUZZAM,23/01/2021,FALSE,veryCold,oreo,very low
AMMI'AD,23/01/2021,FALSE,veryCold,berries,very low
AMIRIM,23/01/2021,FALSE,veryCold,chocolate,very low
ABBIRIM,24/01/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,24/01/2021,FALSE,veryCold,vanilla,very low
ARAMSHA,24/01/2021,FALSE,veryCold,oreo,very low
AYYELET HASHAHAR,24/01/2021,FALSE,veryCold,oreo,very low
ALLON HAGALIL,24/01/2021,FALSE,veryCold,oreo,very low
AYANOT,24/01/2021,FALSE,veryCold,strawberry,very low
BAR GIYYORA,24/01/2021,FALSE,veryCold,vanilla,very low
ALLONE YIZHAQ,25/01/2021,FALSE,veryCold,vanilla,very low
ALMAGOR,25/01/2021,FALSE,veryCold,vanilla,very low
ANI'AM,25/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,25/01/2021,FALSE,veryCold,strawberry,very low
AMIRIM,25/01/2021,FALSE,veryCold,oreo,very low
AFULA,26/01/2021,FALSE,veryCold,vanilla,very low
ASHDOD,26/01/2021,FALSE,veryCold,berries,very low
ARSUF,26/01/2021,FALSE,veryCold,berries,very low
ASHDOD,26/01/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,26/01/2021,FALSE,veryCold,strawberry,very low
ANI'AM,26/01/2021,FALSE,veryCold,oreo,very low
ALUMMOT,26/01/2021,FALSE,veryCold,strawberry,very low
AZRI'EL,26/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,26/01/2021,FALSE,veryCold,oreo,very low
AMAZYA,26/01/2021,FALSE,veryCold,strawberry,very low
ABU QUREINAT,26/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,27/01/2021,FALSE,veryCold,chocolate,very low
ANI'AM,27/01/2021,FALSE,veryCold,oreo,very low
AMIRIM,27/01/2021,FALSE,veryCold,oreo,very low
ATLIT,27/01/2021,FALSE,veryCold,strawberry,very low
AHUZZAM,27/01/2021,FALSE,veryCold,chocolate,very low
ASHDOD,27/01/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,27/01/2021,FALSE,veryCold,oreo,very low
ALMOG,27/01/2021,FALSE,veryCold,oreo,very low
ALMAGOR,27/01/2021,FALSE,veryCold,berries,very low
AHITUV,27/01/2021,FALSE,veryCold,strawberry,very low
AHUZZAM,27/01/2021,FALSE,veryCold,vanilla,very low
ANI'AM,27/01/2021,FALSE,veryCold,strawberry,very low
ALUMMOT,27/01/2021,FALSE,veryCold,strawberry,very low
AVSHALOM,27/01/2021,FALSE,veryCold,vanilla,very low
AVIVIM,28/01/2021,FALSE,veryCold,oreo,very low
ALMAGOR,28/01/2021,FALSE,veryCold,vanilla,very low
AHI'EZER,28/01/2021,FALSE,veryCold,chocolate,very low
ASHDOD,29/01/2021,FALSE,veryCold,vanilla,very low
ASHDOD,29/01/2021,FALSE,veryCold,strawberry,very low
ASHDOD,29/01/2021,FALSE,veryCold,oreo,very low
ANI'AM,29/01/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,29/01/2021,FALSE,veryCold,berries,very low
ALFE MENASHE,29/01/2021,FALSE,veryCold,oreo,very low
AMIRIM,29/01/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,29/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,29/01/2021,FALSE,veryCold,berries,very low
AYANOT,30/01/2021,FALSE,veryCold,strawberry,very low
ALUMMOT,30/01/2021,FALSE,veryCold,strawberry,very low
BAR GIYYORA,30/01/2021,FALSE,veryCold,vanilla,very low
ATERET,30/01/2021,FALSE,veryCold,vanilla,very low
ARAB AL NAIM,30/01/2021,FALSE,veryCold,chocolate,very low
ARAB AL NAIM,30/01/2021,FALSE,veryCold,vanilla,very low
ATERET,30/01/2021,FALSE,veryCold,berries,very low
ATERET,30/01/2021,FALSE,veryCold,berries,very low
ASHDOD,31/01/2021,FALSE,veryCold,berries,very low
AR'ARA-BANEGEV,31/01/2021,FALSE,veryCold,chocolate,very low
AMIRIM,31/01/2021,FALSE,veryCold,vanilla,very low
ALMAGOR,31/01/2021,FALSE,veryCold,chocolate,very low
ATERET,31/01/2021,FALSE,veryCold,vanilla,very low
ASHALIM,01/02/2021,FALSE,veryCold,vanilla,very low
AVITAL,01/02/2021,FALSE,veryCold,oreo,very low
ADI,01/02/2021,FALSE,veryCold,vanilla,very low
ANI'AM,01/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,01/02/2021,FALSE,veryCold,chocolate,very low
ASHDOD,01/02/2021,FALSE,veryCold,strawberry,very low
ALFE MENASHE,01/02/2021,FALSE,veryCold,strawberry,very low
ARRABE,01/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,01/02/2021,FALSE,veryCold,oreo,very low
AFIQ,01/02/2021,FALSE,veryCold,chocolate,very low
ASHDOD,01/02/2021,FALSE,veryCold,chocolate,very low
ABU QUREINAT,02/02/2021,FALSE,veryCold,strawberry,very low
ALUMMOT,02/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,02/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,02/02/2021,FALSE,veryCold,oreo,very low
AL-ARYAN,02/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,03/02/2021,FALSE,veryCold,vanilla,very low
AGUR,03/02/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,03/02/2021,FALSE,veryCold,vanilla,very low
ATERET,03/02/2021,FALSE,veryCold,oreo,very low
ABU QUREINAT,03/02/2021,FALSE,veryCold,oreo,very low
ALUMMOT,03/02/2021,FALSE,veryCold,strawberry,very low
AHIHUD,03/02/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,04/02/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,04/02/2021,FALSE,veryCold,berries,very low
AHUZZAM,04/02/2021,FALSE,veryCold,chocolate,very low
ASERET,04/02/2021,FALSE,veryCold,oreo,very low
AMIRIM,04/02/2021,FALSE,veryCold,chocolate,very low
ATERET,04/02/2021,FALSE,veryCold,chocolate,very low
AMIR,04/02/2021,FALSE,veryCold,strawberry,very low
BAR GIYYORA,04/02/2021,FALSE,veryCold,strawberry,very low
BAR'AM,04/02/2021,FALSE,veryCold,strawberry,very low
ASHDOD,04/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,05/02/2021,FALSE,veryCold,oreo,very low
BAHAN,05/02/2021,FALSE,veryCold,berries,very low
ASFAR,05/02/2021,FALSE,veryCold,berries,very low
AFIQIM,05/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,05/02/2021,FALSE,veryCold,berries,very low
ABU QUREINAT,05/02/2021,FALSE,veryCold,vanilla,very low
AZRI'EL,05/02/2021,FALSE,veryCold,oreo,very low
AHUZZAM,05/02/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,05/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,05/02/2021,FALSE,veryCold,oreo,very low
AHUZZAT BARAQ,05/02/2021,FALSE,veryCold,oreo,very low
AMIRIM,06/02/2021,FALSE,veryCold,berries,very low
ATERET,06/02/2021,FALSE,veryCold,oreo,very low
ATERET,06/02/2021,FALSE,veryCold,strawberry,very low
AVIVIM,06/02/2021,FALSE,veryCold,berries,very low
ARRABE,06/02/2021,FALSE,veryCold,berries,very low
ANI'AM,06/02/2021,FALSE,veryCold,chocolate,very low
ALUMMOT,06/02/2021,FALSE,veryCold,vanilla,very low
ARGAMAN,06/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,06/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,06/02/2021,FALSE,veryCold,vanilla,very low
ABU GHOSH,07/02/2021,FALSE,veryCold,chocolate,very low
AYYELET HASHAHAR,07/02/2021,FALSE,veryCold,berries,very low
ASHDOT YA'AQOV(IHUD),07/02/2021,FALSE,veryCold,oreo,very low
AHUZZAM,07/02/2021,FALSE,veryCold,chocolate,very low
ABBIRIM,07/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,07/02/2021,FALSE,veryCold,berries,very low
ASHDOD,07/02/2021,FALSE,veryCold,oreo,very low
ATERET,07/02/2021,FALSE,veryCold,berries,very low
ANI'AM,07/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,07/02/2021,FALSE,veryCold,strawberry,very low
ASHDOD,07/02/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,07/02/2021,FALSE,veryCold,oreo,very low
AHAWA,07/02/2021,FALSE,veryCold,strawberry,very low
AKKO,08/02/2021,FALSE,veryCold,oreo,very low
AHUZZAM,08/02/2021,FALSE,veryCold,berries,very low
ABU QUREINAT,08/02/2021,FALSE,veryCold,oreo,very low
ALUMMA,08/02/2021,FALSE,veryCold,strawberry,very low
ANI'AM,08/02/2021,FALSE,veryCold,berries,very low
AMMI'AD,08/02/2021,FALSE,veryCold,strawberry,very low
ASHDOD,08/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,08/02/2021,FALSE,veryCold,strawberry,very low
ALUMMOT,09/02/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,09/02/2021,FALSE,veryCold,chocolate,very low
BAR YOHAY,09/02/2021,FALSE,veryCold,berries,very low
AMIRIM,09/02/2021,FALSE,veryCold,berries,very low
AMIRIM,09/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,09/02/2021,FALSE,veryCold,berries,very low
ALLONE ABBA,09/02/2021,FALSE,veryCold,oreo,very low
AYYELET HASHAHAR,09/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,10/02/2021,FALSE,veryCold,strawberry,very low
BAR GIYYORA,10/02/2021,FALSE,veryCold,vanilla,very low
BAR GIYYORA,10/02/2021,FALSE,veryCold,berries,very low
ATSMON SEGEV,10/02/2021,FALSE,veryCold,chocolate,very low
ALLONE HABASHAN,10/02/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,10/02/2021,FALSE,veryCold,strawberry,very low
AVTALYON,10/02/2021,FALSE,veryCold,berries,very low
BAR YOHAY,10/02/2021,FALSE,veryCold,chocolate,very low
AMIRIM,11/02/2021,FALSE,veryCold,berries,very low
BAHAN,11/02/2021,FALSE,veryCold,berries,very low
ASERET,11/02/2021,FALSE,veryCold,strawberry,very low
AL SAYYID,11/02/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,11/02/2021,FALSE,veryCold,vanilla,very low
ANI'AM,11/02/2021,FALSE,veryCold,berries,very low
ALMAGOR,11/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,11/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,11/02/2021,FALSE,veryCold,strawberry,very low
ALLONE ABBA,11/02/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,11/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,11/02/2021,FALSE,veryCold,oreo,very low
ALLONE ABBA,11/02/2021,FALSE,veryCold,vanilla,very low
ATERET,11/02/2021,FALSE,veryCold,vanilla,very low
BALFURYA,12/02/2021,FALSE,veryCold,berries,very low
AHUZZAM,12/02/2021,FALSE,veryCold,oreo,very low
AMMI'AD,12/02/2021,FALSE,veryCold,chocolate,very low
AR'ARA,12/02/2021,FALSE,veryCold,chocolate,very low
BAQA AL-GHARBIYYE,12/02/2021,FALSE,veryCold,oreo,very low
AMIRIM,12/02/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,13/02/2021,FALSE,veryCold,vanilla,very low
ATERET,13/02/2021,FALSE,veryCold,berries,very low
ALMAGOR,13/02/2021,FALSE,veryCold,strawberry,very low
ABU GHOSH,13/02/2021,FALSE,veryCold,chocolate,very low
AMIRIM,13/02/2021,FALSE,veryCold,berries,very low
ALUMMOT,13/02/2021,FALSE,veryCold,vanilla,very low
ASHDOD,13/02/2021,FALSE,veryCold,berries,very low
ADAMIT,13/02/2021,FALSE,veryCold,berries,very low
AMMI'AD,13/02/2021,FALSE,veryCold,berries,very low
ANI'AM,13/02/2021,FALSE,veryCold,vanilla,very low
BAR GIYYORA,13/02/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,13/02/2021,FALSE,veryCold,chocolate,very low
AHUZZAM,13/02/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,14/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,14/02/2021,FALSE,veryCold,berries,very low
ALMAGOR,14/02/2021,FALSE,veryCold,chocolate,very low
ASHDOD,14/02/2021,FALSE,veryCold,strawberry,very low
BAQA AL-GHARBIYYE,14/02/2021,FALSE,veryCold,oreo,very low
ABU QUREINAT,14/02/2021,FALSE,veryCold,vanilla,very low
ATLIT,14/02/2021,FALSE,veryCold,oreo,very low
AYYELET HASHAHAR,14/02/2021,FALSE,veryCold,strawberry,very low
ARBEL,14/02/2021,FALSE,veryCold,vanilla,very low
BAR YOHAY,14/02/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,15/02/2021,FALSE,veryCold,chocolate,very low
AVTALYON,15/02/2021,FALSE,veryCold,chocolate,very low
ABU QUREINAT,15/02/2021,FALSE,veryCold,berries,very low
ANI'AM,15/02/2021,FALSE,veryCold,oreo,very low
AHUZZAM,16/02/2021,FALSE,veryCold,strawberry,very low
ATERET,16/02/2021,FALSE,veryCold,strawberry,very low
AMMI'AD,16/02/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,16/02/2021,FALSE,veryCold,vanilla,very low
ANI'AM,16/02/2021,FALSE,veryCold,strawberry,very low
AHI'EZER,16/02/2021,FALSE,veryCold,oreo,very low
ALUMMOT,16/02/2021,FALSE,veryCold,chocolate,very low
AMMI'AD,16/02/2021,FALSE,veryCold,oreo,very low
BAR GIYYORA,16/02/2021,FALSE,veryCold,berries,very low
AMIR,16/02/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,16/02/2021,FALSE,veryCold,chocolate,very low
ALLONE ABBA,17/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,17/02/2021,FALSE,veryCold,strawberry,very low
ALMAGOR,17/02/2021,FALSE,veryCold,strawberry,very low
ABU QUREINAT,17/02/2021,FALSE,veryCold,strawberry,very low
AMIRIM,17/02/2021,FALSE,veryCold,chocolate,very low
ABU GHOSH,17/02/2021,FALSE,veryCold,oreo,very low
AHUZZAM,17/02/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,17/02/2021,FALSE,veryCold,oreo,very low
AMMI'AD,17/02/2021,FALSE,veryCold,chocolate,very low
BAR GIYYORA,18/02/2021,FALSE,veryCold,oreo,very low
AMMI'AD,18/02/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,18/02/2021,FALSE,veryCold,berries,very low
ALMAGOR,18/02/2021,FALSE,veryCold,chocolate,very low
AMIRIM,18/02/2021,FALSE,veryCold,vanilla,very low
ATERET,19/02/2021,FALSE,veryCold,strawberry,very low
AZRI'EL,19/02/2021,FALSE,veryCold,oreo,very low
AVNE ETAN,19/02/2021,FALSE,veryCold,oreo,very low
AMIRIM,19/02/2021,FALSE,veryCold,strawberry,very low
BAQA AL-GHARBIYYE,19/02/2021,FALSE,veryCold,strawberry,very low
ANI'AM,20/02/2021,FALSE,veryCold,berries,very low
ASHDOD,20/02/2021,FALSE,veryCold,berries,very low
AZARYA,20/02/2021,FALSE,veryCold,vanilla,very low
ALMAGOR,20/02/2021,FALSE,veryCold,vanilla,very low
AR'ARA-BANEGEV,20/02/2021,FALSE,veryCold,chocolate,very low
ATERET,20/02/2021,FALSE,veryCold,oreo,very low
ALMAGOR,20/02/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,20/02/2021,FALSE,veryCold,strawberry,very low
ATSMON SEGEV,21/02/2021,FALSE,veryCold,strawberry,very low
AMIRIM,21/02/2021,FALSE,veryCold,chocolate,very low
ASHDOD,21/02/2021,FALSE,veryCold,oreo,very low
ALLON HAGALIL,21/02/2021,FALSE,veryCold,strawberry,very low
ADI,21/02/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,21/02/2021,FALSE,veryCold,oreo,very low
AL-AZY,21/02/2021,FALSE,veryCold,vanilla,very low
ATERET,21/02/2021,FALSE,veryCold,berries,very low
AVTALYON,21/02/2021,FALSE,veryCold,oreo,very low
AMMI'AD,21/02/2021,FALSE,veryCold,vanilla,very low
ASHDOD,22/02/2021,FALSE,veryCold,chocolate,very low
ALLONE YIZHAQ,22/02/2021,FALSE,veryCold,strawberry,very low
AHUZZAM,22/02/2021,FALSE,veryCold,vanilla,very low
AMMI'AD,22/02/2021,FALSE,veryCold,strawberry,very low
ATSMON SEGEV,22/02/2021,FALSE,veryCold,strawberry,very low
ADI,22/02/2021,FALSE,veryCold,berries,very low
AZRI'EL,22/02/2021,FALSE,veryCold,chocolate,very low
ALMAGOR,22/02/2021,FALSE,veryCold,vanilla,very low
ABU QUREINAT,22/02/2021,FALSE,veryCold,vanilla,very low
AMIRIM,23/02/2021,FALSE,veryCold,strawberry,very low
ADORA,23/02/2021,FALSE,veryCold,strawberry,very low
ATERET,23/02/2021,FALSE,veryCold,chocolate,very low
AMIRIM,23/02/2021,FALSE,veryCold,strawberry,very low
BAR GIYYORA,23/02/2021,FALSE,veryCold,strawberry,very low
AMIRIM,24/02/2021,FALSE,veryCold,oreo,very low
